Albuquerque,Albuquerque Airport,https://www.sixt.com/car-rental/usa/albuquerque/albuquerque-airport/
Arizona,Phoenix Airport,https://www.sixt.com/car-rental/usa/phoenix/phoenix-sky-harbor-intairport/
Aspen CO,Aspen Airport,https://www.sixt.com/car-rental/usa/aspen/aspen-pitkin-county-airport/
Baltimore MD,BWI,https://www.sixt.com/car-rental/usa/baltimore/baltimore-airport/
"Beverly Hills, CA",Beverly Hills,https://www.sixt.com/car-rental/usa/beverly-hills-ca/beverly-hills/
"Beverly Hills, CA",LAX,https://www.sixt.com/car-rental/usa/los-angeles/los-angeles-airport/
Boca Raton,Boca Raton near Mizner Park,https://www.sixt.com/car-rental/usa/boca-raton/boca-raton/
Boston MA,Boston Airport,https://www.sixt.com/car-rental/usa/boston/boston-int-airport/
Boston MA,Boston/Westin Seaport ,https://www.sixt.com/car-rental/usa/boston/boston-westin-seaport/
California,Beverly Hills,https://www.sixt.com/car-rental/usa/beverly-hills-ca/beverly-hills/
California,Downtown Los Angeles,https://www.sixt.com/car-rental/usa/los-angeles/los-angeles-downtown/
California,Inglewood (Local customers),https://www.sixt.com/car-rental/usa/los-angeles/inglewood/
California,LAX,https://www.sixt.com/car-rental/usa/los-angeles/los-angeles-airport/
California,Los Angeles Studio City,https://www.sixt.com/car-rental/usa/los-angeles/los-angeles-studio-city/
California,Mountain View/Deliveries,https://www.sixt.com/car-rental/usa/mountain-view-ca/mountain-view-deliveries/
California,Pasadena Downtown ,https://www.sixt.com/car-rental/usa/los-angeles/pasadena-downtown/
California,Redondo Beach/Deliveries,https://www.sixt.com/car-rental/usa/los-angeles/redondo-beach-deliveries/
California,San Diego Airport,https://www.sixt.com/car-rental/usa/san-diego-ca/san-diego-airport/
California,San Diego Gaslamp/Deliveries,https://www.sixt.com/car-rental/usa/san-diego-ca/san-diego-gaslamp-deliveries/
California,San Francisco Airport,https://www.sixt.com/car-rental/usa/san-francisco/san-francisco-airport/
California,San Francisco Fisherman's Wharf,https://www.sixt.com/car-rental/usa/san-francisco/san-francisco-fishermans-wharf/
California,San Francisco Mission District,https://www.sixt.com/car-rental/usa/san-francisco/san-francisco-mission-district/
California,San Jose Airport,https://www.sixt.com/car-rental/usa/san-jose-ca/san-jose-international-airport/
